Commercial Part No,Part No,Reference,Flash,RAM
STM32F733VEY6TR,STM32F733VE,STM32F733VEYx,512 kBytes,256 kBytes
STM32F733ZEI6,STM32F733ZE,STM32F733ZEIx,512 kBytes,256 kBytes
STM32F733ZEI7,STM32F733ZE,STM32F733ZEIx,512 kBytes,256 kBytes
STM32F733ZET6,STM32F733ZE,STM32F733ZETx,512 kBytes,256 kBytes
STM32F733ZET7,STM32F733ZE,STM32F733ZETx,512 kBytes,256 kBytes
STM32F745IEK6,STM32F745IE,STM32F745IEKx,512 kBytes,320 kBytes
STM32F745IEK6TR,STM32F745IE,STM32F745IEKx,512 kBytes,320 kBytes
STM32F745IEK7,STM32F745IE,STM32F745IEKx,512 kBytes,320 kBytes
STM32F745IEK7TR,STM32F745IE,STM32F745IEKx,512 kBytes,320 kBytes
STM32F745IET6,STM32F745IE,STM32F745IETx,512 kBytes,320 kBytes
STM32F745IET7,STM32F745IE,STM32F745IETx,512 kBytes,320 kBytes
STM32F745IGK6,STM32F745IG,STM32F745IGKx,1024 kBytes,320 kBytes
STM32F745IGK6TR,STM32F745IG,STM32F745IGKx,1024 kBytes,320 kBytes
STM32F745IGK7,STM32F745IG,STM32F745IGKx,1024 kBytes,320 kBytes
STM32F745IGT6,STM32F745IG,STM32F745IGTx,1024 kBytes,320 kBytes
STM32F745VEH6,STM32F745VE,STM32F745VEHx,512 kBytes,320 kBytes
STM32F745VEH6TR,STM32F745VE,STM32F745VEHx,512 kBytes,320 kBytes
STM32F745VET6,STM32F745VE,STM32F745VETx,512 kBytes,320 kBytes
STM32F745VET7,STM32F745VE,STM32F745VETx,512 kBytes,320 kBytes
STM32F745VGH6,STM32F745VG,STM32F745VGHx,1024 kBytes,320 kBytes
STM32F745VGT6,STM32F745VG,STM32F745VGTx,1024 kBytes,320 kBytes
STM32F745VGT6TR,STM32F745VG,STM32F745VGTx,1024 kBytes,320 kBytes
STM32F745ZET6,STM32F745ZE,STM32F745ZETx,512 kBytes,320 kBytes
STM32F745ZGT6,STM32F745ZG,STM32F745ZGTx,1024 kBytes,320 kBytes
STM32F745ZGT7,STM32F745ZG,STM32F745ZGTx,1024 kBytes,320 kBytes
STM32F746BET6,STM32F746BE,STM32F746BETx,512 kBytes,320 kBytes
STM32F746BGT6,STM32F746BG,STM32F746BGTx,1024 kBytes,320 kBytes
STM32F746BGT7,STM32F746BG,STM32F746BGTx,1024 kBytes,320 kBytes
STM32F746IEK6,STM32F746IE,STM32F746IEKx,512 kBytes,320 kBytes
STM32F746IET6,STM32F746IE,STM32F746IETx,512 kBytes,320 kBytes
STM32F746IGK6,STM32F746IG,STM32F746IGKx,1024 kBytes,320 kBytes
STM32F746IGK7,STM32F746IG,STM32F746IGKx,1024 kBytes,320 kBytes
STM32F746IGT6,STM32F746IG,STM32F746IGTx,1024 kBytes,320 kBytes
STM32F746IGT7,STM32F746IG,STM32F746IGTx,1024 kBytes,320 kBytes
STM32F746NEH6,STM32F746NE,STM32F746NEHx,512 kBytes,320 kBytes
STM32F746NGH6,STM32F746NG,STM32F746NGHx,1024 kBytes,320 kBytes
STM32F746NGH6TR,STM32F746NG,STM32F746NGHx,1024 kBytes,320 kBytes
STM32F746NGH7,STM32F746NG,STM32F746NGHx,1024 kBytes,320 kBytes
STM32F746VEH6,STM32F746VE,STM32F746VEHx,512 kBytes,320 kBytes
STM32F746VET6,STM32F746VE,STM32F746VETx,512 kBytes,320 kBytes
STM32F746VET6TR,STM32F746VE,STM32F746VETx,512 kBytes,320 kBytes
STM32F746VGH6,STM32F746VG,STM32F746VGHx,1024 kBytes,320 kBytes
STM32F746VGT6,STM32F746VG,STM32F746VGTx,1024 kBytes,320 kBytes
STM32F746VGT7,STM32F746VG,STM32F746VGTx,1024 kBytes,320 kBytes
STM32F746ZET6,STM32F746ZE,STM32F746ZETx,512 kBytes,320 kBytes
STM32F746ZET6TR,STM32F746ZE,STM32F746ZETx,512 kBytes,320 kBytes
STM32F746ZEY6TR,STM32F746ZE,STM32F746ZEYx,512 kBytes,320 kBytes
STM32F746ZGT6,STM32F746ZG,STM32F746ZGTx,1024 kBytes,320 kBytes
STM32F746ZGT7,STM32F746ZG,STM32F746ZGTx,1024 kBytes,320 kBytes
STM32F746ZGY6TR,STM32F746ZG,STM32F746ZGYx,1024 kBytes,320 kBytes
STM32F750N8H6,STM32F750N8,STM32F750N8Hx,64 kBytes,320 kBytes
STM32F750N8H7,STM32F750N8,STM32F750N8Hx,64 kBytes,320 kBytes
STM32F750V8T6,STM32F750V8,STM32F750V8Tx,64 kBytes,320 kBytes
STM32F750V8T7,STM32F750V8,STM32F750V8Tx,64 kBytes,320 kBytes
STM32F750Z8T6,STM32F750Z8,STM32F750Z8Tx,64 kBytes,320 kBytes
STM32F750Z8T7,STM32F750Z8,STM32F750Z8Tx,64 kBytes,320 kBytes
STM32F756BGT6,STM32F756BG,STM32F756BGTx,1024 kBytes,320 kBytes
STM32F756IGK6,STM32F756IG,STM32F756IGKx,1024 kBytes,320 kBytes
STM32F756IGT6,STM32F756IG,STM32F756IGTx,1024 kBytes,320 kBytes
STM32F756NGH6,STM32F756NG,STM32F756NGHx,1024 kBytes,320 kBytes
STM32F756VGH6,STM32F756VG,STM32F756VGHx,1024 kBytes,320 kBytes
STM32F756VGT6,STM32F756VG,STM32F756VGTx,1024 kBytes,320 kBytes
STM32F756ZGT6,STM32F756ZG,STM32F756ZGTx,1024 kBytes,320 kBytes
STM32F756ZGY6TR,STM32F756ZG,STM32F756ZGYx,1024 kBytes,320 kBytes
STM32F765BGT6,STM32F765BG,STM32F765BGTx,1024 kBytes,512 kBytes
STM32F765BIT6,STM32F765BI,STM32F765BITx,2048 kBytes,512 kBytes
STM32F765IGK6,STM32F765IG,STM32F765IGKx,1024 kBytes,512 kBytes
STM32F765IGK6TR,STM32F765IG,STM32F765IGKx,1024 kBytes,512 kBytes
STM32F765IGT6,STM32F765IG,STM32F765IGTx,1024 kBytes,512 kBytes
STM32F765IIK6,STM32F765II,STM32F765IIKx,2048 kBytes,512 kBytes
STM32F765IIK7,STM32F765II,STM32F765IIKx,2048 kBytes,512 kBytes
STM32F765IIT6,STM32F765II,STM32F765IITx,2048 kBytes,512 kBytes
STM32F765IIT7,STM32F765II,STM32F765IITx,2048 kBytes,512 kBytes
STM32F765NGH6,STM32F765NG,STM32F765NGHx,1024 kBytes,512 kBytes
STM32F765NGH7,STM32F765NG,STM32F765NGHx,1024 kBytes,512 kBytes
STM32F765NGH7TR,STM32F765NG,STM32F765NGHx,1024 kBytes,512 kBytes
STM32F765NIH6,STM32F765NI,STM32F765NIHx,2048 kBytes,512 kBytes
STM32F765NIH6TR,STM32F765NI,STM32F765NIHx,2048 kBytes,512 kBytes
STM32F765NIH7,STM32F765NI,STM32F765NIHx,2048 kBytes,512 kBytes
STM32F765VGH6,STM32F765VG,STM32F765VGHx,1024 kBytes,512 kBytes
STM32F765VGH6TR,STM32F765VG,STM32F765VGHx,1024 kBytes,512 kBytes
STM32F765VGT6,STM32F765VG,STM32F765VGTx,1024 kBytes,512 kBytes
STM32F765VGT6TR,STM32F765VG,STM32F765VGTx,1024 kBytes,512 kBytes
STM32F765VGT7,STM32F765VG,STM32F765VGTx,1024 kBytes,512 kBytes
STM32F765VIH6,STM32F765VI,STM32F765VIHx,2048 kBytes,512 kBytes
STM32F765VIT6,STM32F765VI,STM32F765VITx,2048 kBytes,512 kBytes
STM32F765VIT7,STM32F765VI,STM32F765VITx,2048 kBytes,512 kBytes
STM32F765ZGT6,STM32F765ZG,STM32F765ZGTx,1024 kBytes,512 kBytes
STM32F765ZGT6TR,STM32F765ZG,STM32F765ZGTx,1024 kBytes,512 kBytes
STM32F765ZGT7,STM32F765ZG,STM32F765ZGTx,1024 kBytes,512 kBytes
STM32F765ZIT6,STM32F765ZI,STM32F765ZITx,2048 kBytes,512 kBytes
STM32F765ZIT7,STM32F765ZI,STM32F765ZITx,2048 kBytes,512 kBytes
STM32F765ZIT7TR,STM32F765ZI,STM32F765ZITx,2048 kBytes,512 kBytes
STM32F767BGT6,STM32F767BG,STM32F767BGTx,1024 kBytes,512 kBytes
STM32F767BIT6,STM32F767BI,STM32F767BITx,2048 kBytes,512 kBytes
STM32F767IGK6,STM32F767IG,STM32F767IGKx,1024 kBytes,512 kBytes
STM32F767IGT6,STM32F767IG,STM32F767IGTx,1024 kBytes,512 kBytes
STM32F767IIK6,STM32F767II,STM32F767IIKx,2048 kBytes,512 kBytes
STM32F767IIT6,STM32F767II,STM32F767IITx,2048 kBytes,512 kBytes
STM32F767NGH6,STM32F767NG,STM32F767NGHx,1024 kBytes,512 kBytes
STM32F767NIH6,STM32F767NI,STM32F767NIHx,2048 kBytes,512 kBytes
STM32F767NIH6TR,STM32F767NI,STM32F767NIHx,2048 kBytes,512 kBytes
STM32F767NIH7,STM32F767NI,STM32F767NIHx,2048 kBytes,512 kBytes
STM32F767VGH6,STM32F767VG,STM32F767VGHx,1024 kBytes,512 kBytes
STM32F767VGT6,STM32F767VG,STM32F767VGTx,1024 kBytes,512 kBytes
STM32F767VGT7,STM32F767VG,STM32F767VGTx,1024 kBytes,512 kBytes
STM32F767VIH6,STM32F767VI,STM32F767VIHx,2048 kBytes,512 kBytes
STM32F767VIT6,STM32F767VI,STM32F767VITx,2048 kBytes,512 kBytes
STM32F767VIT7,STM32F767VI,STM32F767VITx,2048 kBytes,512 kBytes
STM32F767ZGT6,STM32F767ZG,STM32F767ZGTx,1024 kBytes,512 kBytes
STM32F767ZIT6,STM32F767ZI,STM32F767ZITx,2048 kBytes,512 kBytes
STM32F769AIY6TR,STM32F769AI,STM32F769AIYx,2048 kBytes,512 kBytes
STM32F769BGT6,STM32F769BG,STM32F769BGTx,1024 kBytes,512 kBytes
STM32F769BIT6,STM32F769BI,STM32F769BITx,2048 kBytes,512 kBytes
STM32F769IGT6,STM32F769IG,STM32F769IGTx,1024 kBytes,512 kBytes
STM32F769IIT6,STM32F769II,STM32F769IITx,2048 kBytes,512 kBytes
STM32F769NGH6,STM32F769NG,STM32F769NGHx,1024 kBytes,512 kBytes
STM32F769NIH6,STM32F769NI,STM32F769NIHx,2048 kBytes,512 kBytes
STM32F777BIT6,STM32F777BI,STM32F777BITx,2048 kBytes,512 kBytes
STM32F777IIK6,STM32F777II,STM32F777IIKx,2048 kBytes,512 kBytes
STM32F777IIK7,STM32F777II,STM32F777IIKx,2048 kBytes,512 kBytes
STM32F777IIT6,STM32F777II,STM32F777IITx,2048 kBytes,512 kBytes
STM32F777IIT7,STM32F777II,STM32F777IITx,2048 kBytes,512 kBytes
STM32F777NIH6,STM32F777NI,STM32F777NIHx,2048 kBytes,512 kBytes
STM32F777NIH7,STM32F777NI,STM32F777NIHx,2048 kBytes,512 kBytes
STM32F777NIH7TR,STM32F777NI,STM32F777NIHx,2048 kBytes,512 kBytes
STM32F777VIH6,STM32F777VI,STM32F777VIHx,2048 kBytes,512 kBytes
STM32F777VIH7,STM32F777VI,STM32F777VIHx,2048 kBytes,512 kBytes
STM32F777VIT6,STM32F777VI,STM32F777VITx,2048 kBytes,512 kBytes
STM32F777ZIT6,STM32F777ZI,STM32F777ZITx,2048 kBytes,512 kBytes
STM32F778AIY6TR,STM32F778AI,STM32F778AIYx,2048 kBytes,512 kBytes
STM32F779AIY6TR,STM32F779AI,STM32F779AIYx,2048 kBytes,512 kBytes
STM32F779BIT6,STM32F779BI,STM32F779BITx,2048 kBytes,512 kBytes
STM32F779IIT6,STM32F779II,STM32F779IITx,2048 kBytes,512 kBytes
STM32F779NIH6,STM32F779NI,STM32F779NIHx,2048 kBytes,512 kBytes
STM32G030C6T6,STM32G030C6,STM32G030C6Tx,32 kBytes,8 kBytes
STM32G030C6T6TR,STM32G030C6,STM32G030C6Tx,32 kBytes,8 kBytes
STM32G030C8T6,STM32G030C8,STM32G030C8Tx,64 kBytes,8 kBytes
STM32G030F6P6,STM32G030F6,STM32G030F6Px,32 kBytes,8 kBytes
STM32G030F6P6TR,STM32G030F6,STM32G030F6Px,32 kBytes,8 kBytes
STM32G030J6M6,STM32G030J6,STM32G030J6Mx,32 kBytes,8 kBytes
STM32G030K6T6,STM32G030K6,STM32G030K6Tx,32 kBytes,8 kBytes
STM32G030K6T6TR,STM32G030K6,STM32G030K6Tx,32 kBytes,8 kBytes
STM32G030K8T6,STM32G030K8,STM32G030K8Tx,64 kBytes,8 kBytes
STM32G030K8T6TR,STM32G030K8,STM32G030K8Tx,64 kBytes,8 kBytes
STM32G031C4T6,STM32G031C4,STM32G031C4Tx,16 kBytes,8 kBytes
STM32G031C4U6,STM32G031C4,STM32G031C4Ux,16 kBytes,8 kBytes
STM32G031C6T6,STM32G031C6,STM32G031C6Tx,32 kBytes,8 kBytes
STM32G031C6U6,STM32G031C6,STM32G031C6Ux,32 kBytes,8 kBytes
STM32G031C8T6,STM32G031C8,STM32G031C8Tx,64 kBytes,8 kBytes
STM32G031C8T7,STM32G031C8,STM32G031C8Tx,64 kBytes,8 kBytes
STM32G031C8U6,STM32G031C8,STM32G031C8Ux,64 kBytes,8 kBytes
STM32G031C8U6TR,STM32G031C8,STM32G031C8Ux,64 kBytes,8 kBytes
STM32G031C8U7,STM32G031C8,STM32G031C8Ux,64 kBytes,8 kBytes
STM32G031C8U7TR,STM32G031C8,STM32G031C8Ux,64 kBytes,8 kBytes
STM32G031F4P3,STM32G031F4,STM32G031F4Px,16 kBytes,8 kBytes
STM32G031F4P6,STM32G031F4,STM32G031F4Px,16 kBytes,8 kBytes
STM32G031F6P6,STM32G031F6,STM32G031F6Px,32 kBytes,8 kBytes
STM32G031F6P7TR,STM32G031F6,STM32G031F6Px,32 kBytes,8 kBytes
STM32G031F8P6,STM32G031F8,STM32G031F8Px,64 kBytes,8 kBytes
STM32G031F8P6TR,STM32G031F8,STM32G031F8Px,64 kBytes,8 kBytes
STM32G031G4U6,STM32G031G4,STM32G031G4Ux,16 kBytes,8 kBytes
STM32G031G6U3TR,STM32G031G6,STM32G031G6Ux,32 kBytes,8 kBytes
STM32G031G6U6,STM32G031G6,STM32G031G6Ux,32 kBytes,8 kBytes
STM32G031G6U6TR,STM32G031G6,STM32G031G6Ux,32 kBytes,8 kBytes
STM32G031G8U3,STM32G031G8,STM32G031G8Ux,64 kBytes,8 kBytes
STM32G031G8U3TR,STM32G031G8,STM32G031G8Ux,64 kBytes,8 kBytes
STM32G031G8U6,STM32G031G8,STM32G031G8Ux,64 kBytes,8 kBytes
STM32G031G8U6TR,STM32G031G8,STM32G031G8Ux,64 kBytes,8 kBytes
STM32G031J4M6,STM32G031J4,STM32G031J4Mx,16 kBytes,8 kBytes
STM32G031J6M3,STM32G031J6,STM32G031J6Mx,32 kBytes,8 kBytes
STM32G031J6M6,STM32G031J6,STM32G031J6Mx,32 kBytes,8 kBytes
STM32G031J6M6TR,STM32G031J6,STM32G031J6Mx,32 kBytes,8 kBytes
STM32G031K4T6,STM32G031K4,STM32G031K4Tx,16 kBytes,8 kBytes
STM32G031K4U3,STM32G031K4,STM32G031K4Ux,16 kBytes,8 kBytes
STM32G031K4U3TR,STM32G031K4,STM32G031K4Ux,16 kBytes,8 kBytes
STM32G031K4U6,STM32G031K4,STM32G031K4Ux,16 kBytes,8 kBytes
STM32G031K4U6TR,STM32G031K4,STM32G031K4Ux,16 kBytes,8 kBytes
STM32G031K6T6,STM32G031K6,STM32G031K6Tx,32 kBytes,8 kBytes
STM32G031K6U6,STM32G031K6,STM32G031K6Ux,32 kBytes,8 kBytes
STM32G031K8T3,STM32G031K8,STM32G031K8Tx,64 kBytes,8 kBytes
STM32G031K8T3TR,STM32G031K8,STM32G031K8Tx,64 kBytes,8 kBytes
STM32G031K8T6,STM32G031K8,STM32G031K8Tx,64 kBytes,8 kBytes
STM32G031K8T6TR,STM32G031K8,STM32G031K8Tx,64 kBytes,8 kBytes
STM32G031K8T7,STM32G031K8,STM32G031K8Tx,64 kBytes,8 kBytes
STM32G031K8T7TR,STM32G031K8,STM32G031K8Tx,64 kBytes,8 kBytes
STM32G031K8U6,STM32G031K8,STM32G031K8Ux,64 kBytes,8 kBytes
STM32G031K8U6TR,STM32G031K8,STM32G031K8Ux,64 kBytes,8 kBytes
